tag_id,tag_name,tag_description
2026,Zombie,"This work features [url=http://en.wikipedia.org/wiki/Zombie_(fictional)]zombies[/url], fictional creatures, typically depicted as mindless, reanimated corpses with a hunger for human flesh, regularly encountered in horror and fantasy themed works. Zombies have a complex literary heritage, with antecedents ranging from Richard Matheson and H. P. Lovecraft to Mary Shelley's Frankenstein drawing on European folklore of the undead. The ""zombie apocalypse"" concept, in which the civilized world is brought low by a global zombie infestation, has become a staple of modern popular art."
2027,Monster Protagonist,"The protagonist of this game is a monster.\n\nA monster is any fictional creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by either its appearance or its actions."
2028,Avoidable Netorare,"Netorare situations can be avoided in the game under certain conditions. Unlike ""Only Avoidable Netorare,"" Avoidable Netorare means that there may be unavoidable netorare-like situations in the game."
2029,Gokkun,"[url=http://en.wikipedia.org/wiki/Gokkun]Gokkun[/url] (ゴックン) is a Japanese term for a sexual activity in which a person, not necessarily but usually a woman, consumes the semen of one or more men, usually from some kind of container.\n\nThe word ""gokkun"" is an onomatopoeia, which translates into English as ""gulp"", the sound made by swallowing."
2030,Glasses Option,The player can choose whether or not a character wears glasses.
2031,Uncle/Nephew Incest,These games contain sexual scenes between an uncle and his nephew. They may or may not be blood-related.
2032,Volleyball Club,School [url=http://en.wikipedia.org/wiki/Volleyball]volleyball[/url] club and the activities related to it takes an important role in this story.
2033,Unlockable Hero(ine),"This visual novel contains a hero or heroine whose route cannot be accessed before certain conditions are met. In fact, beforehand there might not even be an indication that they are a romanceable character."
2036,May-December Romance,"This visual novel contains romance between characters with a significant gap between their ages.\n\nUse this tag to indicate actual romantic relationships, not merely sex scenes between characters of drastically different ages."
2038,Highly Animated Sprites,Games with this tag use softwares such as [url=http://emote.mtwo.co.jp/index.php]E-mote[/url] to enhance their sprites with vectorial animation. Sprites don't need to be continuously animated but they have a very large palette of expressions and gestures that is used very often. They have internal movements that normal sprites can't do.\n\nLips and eyelids synchronisation only don't count but games with this tag obviously used such techniques.
2039,Oppai Loli Heroine,"This game contains a heroine who has a typical ""loli"" look, but with large breasts instead of the flat chest more commonly seen on such designs."
2040,Censored Text,"This visual novel contains censored text, where all or part of a word is replaced with meaningless symbols (e.g., * or ●) or otherwise intentionally hidden. Commonly used to hide profanity or references to copyrighted materials.\n\nBasically, the text equivalent of the [url=http://vndb.org/g1676]Bleep Censor[/url]."
2041,Transgender Protagonist,"The protagonist of this visual novel is [url=https://en.wikipedia.org/wiki/Transgender]transgender[/url]. The protagonist's ""gender identity"" (self-identification as woman, man, neither or both) does not match their ""assigned sex"" (identification by others as male, female or intersex based on physical/genetic sex).\n\n""Transgender"" does not imply any specific form of sexual orientation; transgender people may identify as heterosexual, homosexual, bisexual, pansexual, polysexual, or asexual; some may consider conventional sexual orientation labels inadequate or inapplicable to them.\n\nThey may have already made a permanent or partial transition to the opposite sex (this could be before or during the story), thus becoming transsexual.\n\nPlease do not confuse it with futanari who have two sets of genitals, while transgender characters only have one set."
2042,Fathercon Heroine,"At least one of the heroines is a fathercon, a person who is always passionate and OVERLY attached to her father (or father-like figure) and she would do anything for him.\n\nNote: This tag is only used to describe heroines personality. \nThe tag is valid if the heroine (or general populace in the VN) consider their relationship as father-daughter. They might or might not have a real father-daughter connection."
2043,Gynophobic Protagonist,This protagonist is afraid of women to a level where even touching or being in their presence can cause a fight or flight reaction.  \n\nNot be confused with women-hating protagonist (misogynist protagonist).
2045,Haraguro Heroine,"A game with this tag contains at least one heroine who is haraguro.\n\nA Haraguro character is one who has an outward appearance of being amicable, friendly, innocent, kind and/or refreshing, but uses any combination of the aforementioned traits to hide their real cruel, cunning, evil, manipulative, mean and/or sadistic side. \n\nDespite the negative connotation, not all haraguro are villainous or are sociopaths. Their motives vary very widely depending upon the character her/himself and the ""seriousness"" of the story. \n\nThe term comes from the Japanese word, ""Haraguroi (腹黒い)"", which means ""black-hearted; mean; scheming""."
2046,Straight Shotacon,These games features sexual scenes between a shota and a female.
2047,Gay Shotacon,This game features sexual scenes between a shota and another male.
2048,Tall Hero,This game features a hero who is considerably taller than average.
2049,Short Hero,"This game features a hero who is considerably shorter than average, but isn't a shota."
2050,Cutesy Hero,This game features a hero who acts cutesy.
2051,Futanari on Male,Sex between a futanari and a man with the man on the receiving end.
2054,Basketball,Basketball plays an important role in this game
2055,No Opening Movie,This game has no opening song/movie.
2056,Guide Heroine,"The heroine works as a guide in a museum, safari, park, expedition or travel tour. Guides are people who leads travelers or tourists through unknown or unfamiliar locations."
2057,Stewardess Heroine,One of the heroines of this novel is a stewardess.
2058,Mahou Shounen Hero,A magical girl heroine in this visual novel is actually a crossdressing or magically transformed boy.
2059,Hate Story,"Unlike your usual love story, people hate each other and as the story progresses the hatred grows..."
2060,No Protagonist,All events in the story (if any story at all) happens without a protagonist... It does not focus on anyone/anything or centered around anyone/anything specifically and characters operate on their own...
2062,Quick Time Events,"In video games, a [url=http://en.wikipedia.org/wiki/Quick_time_event]quick time event[/url] (QTE) is a method of context-sensitive gameplay in which the player performs actions on the control device shortly after the appearance of an on-screen prompt. It allows for limited control of the game character during cut scenes or cinematic sequences in the game. Performing the prompted action improperly or not at all results in the character's failure at their task and often in an immediate game over.\n\nNote: please do not mix this tag up with [url=http://vndb.org/g847]Timed Choices[/url]."
2063,Background Moans,During the H scenes of this VN one can hear continuos background voices (usually moans or sucking sounds in the form of looped track). It does not have anything to do with voiced lines of heroines (even if they contains similar moans or sucking sounds). \nDo not mix it with [url=http://vndb.org/g905]Sounds of Copulation[/url] - since that tag is about mechanical sounds of friction whereas this tag is about extra voices (also it often has special on/off switch in game's options).
