trait_id,trait_name,trait_alias,description
1828,Reverse Piledriver,,"This character has sex in the [url=http://glamerotica101.com/blog/2014/09/29/sex-position-of-the-week-reverse-pile-driver/]reverse piledriver position[/url]. Apply this trait to the penetrated partner and apply i1829 to the penetrating partner.\n\nIn this position the receiving partner lies on their head and upper body with their legs and hips up, while the penetrating partner stands above but instead of facing the receiver he faces away.\n\n[url=https://s.vndb.org/sf/62/86262.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/63/86263.jpg]NSFW Example 2[/url]"
1829,Reverse Piledriver,forward Piledriver,"This character has sex in the [url=http://glamerotica101.com/blog/2014/09/29/sex-position-of-the-week-reverse-pile-driver/]reverse piledriver position[/url]. Apply this trait to the penetrating partner and apply i1828 to the penetrated partner.\n\nIn this position the receiving partner lies on their head and upper body with their legs and hips up, while the penetrating partner stands above but instead of facing the receiver he faces away.\n\n[url=https://s.vndb.org/sf/62/86262.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/63/86263.jpg]NSFW Example 2[/url]"
1830,Nipple Covers,Pasties\nNipple Patches,"[url=http://en.wikipedia.org/wiki/Pasties]Nipple covers or pasties[/url] are patches that cover a person's nipples and areolae which are affixed with adhesive. Pasties come in a variety of colors, diameters, and shapes. Though pasties come in a variety of sizes, they usually are not much larger than the areola.\n\nThough pasties are commonly associated with burlesque and erotic entertainment, they are also at times worn more casually as an undergarment and occasionally as beachwear."
1831,Anal Fisting,,This character inserts their fist into another character's or anus in a sex scene. Apply i1832 to the character being fisted.\n\nDon't use this trait for cases where a character fists themselves. Use Masturbation instead.
1832,Anal Fisting,,Another character inserts their fist into this character's anus in a sex scene. Apply i1831 to the character inserting their fist.\n\nDon't use this trait for cases where a character fists themselves. Use Masturbation instead.
1833,Paraphilic Infantilism,Diaper Lover\nAdult Baby\nTeen Baby,This character engages in [url=https://en.wikipedia.org/wiki/Paraphilic_infantilism]paraphilic infantilism[/url].\n\nParaphilic infantilism is a sexual fetish for some that involves role-playing a regression to an infant-like state. Behaviors may include drinking from a baby bottle or wearing diapers. Use this trait only on the rolepalying character.
1835,Masturbation with Object,Masturbation with Item,"This character masturbates using random objects (except for sex toys). For example, a girl inserts the baseball bat into vagina, teases her clitoris with paintbrush, rubbing her vulva against the corner of the table or tennis net, etc.\n\nThis trait can be used for both penetrative and non-penetrative manipulations."
1836,Petting With Object,Stimulation by Object\nTeasing with Object\nNon-penetrative Object stimulation,"This character stimulates the erogenous zones of their sexual partner with random items (except for sex toys), for example, teasing the nipples with tennis racket, caressing the clitoris with paintbrush or stimulating vulva with hula hoop.\n\nNote that this trait implies non-penetrative play. Otherwise, use [url=https://vndb.org/i1083]Object Insertion[/url].\nAlso don't use this trait for the masturbation with objects. There is [url=https://vndb.org/i1835]Masturbation with Object[/url] for this case."
1837,Petting With Object,Stimulation by Object\nTeasing with Object\nNon-Penetrative Object Stimulation,"Someone stimulates the erogenous zones of this character with random items (except for sex toys), for example, teasing the nipples with tennis racket, caressing the clitoris with paintbrush or stimulating vulva with hula hoop.\n\nNote that this trait implies non-penetrative play. Otherwise, use [url=https://vndb.org/i1083]Object Insertion[/url].\nAlso don't use this trait for the masturbation with objects. There is [url=https://vndb.org/i1835]Masturbation with Object[/url] for this case."
1839,Erotic Massage,Sensous Massage,"[url=http://en.wikipedia.org/wiki/Erotic_massage]Erotic massage[/url] or sensuous massage is the use of massage techniques by a person on another person's erogenous zones to achieve or enhance their sexual excitation or arousal. In the case of women, the two focal areas are the breasts and pubis, while in case of men, the focal area is the male genitals."
1840,Discreet Phone Sex,Discreet Cellphone Sex,"This character engages in sexual activity while having a phone conversation, with the person on the other end of the call being unaware of the act.\n\nNote: if people on both end of the call are aware of the sexual activity, then use [url=https://vndb.org/i1841]Consensual Phone Sex[/url] instead."
1841,Consensual Phone Sex,,"This character engages in explicit sexual conversations/fantasies over the telephone with someone else. Both parties have to be aware of the sexual nature of the phone call.\n\nIf the character has sex while on the phone but tries to hide that from the person on the other end of the line, use [url=https://vndb.org/i1840]Discreet Phone Sex[/url] instead."
1842,Anal,,This meta trait is here to group together sexual acts involving the [url=https://en.wikipedia.org/wiki/Human_anus]anus[/url].
1843,Anal,,This meta trait is here to group together sexual acts involving the [url=https://en.wikipedia.org/wiki/Human_anus]anus[/url].
1844,Humping,Table Humping\nPillow Humping,"This character masturbates by rubbing their body against the corner of a table, desk, chair, pillow, etc."
1845,Matricide,Killing One's Mother,A character with this trait has engaged in matricide.\n\n[URL=https://en.wikipedia.org/wiki/Matricide]Matricide[/URL] is the act of killing one's mother.
1846,Child Abandonment,Parental Abandonment\nFoundling,"A character with this trait has been abandoned by a parent, guardian or any other person responsible for this character's care.\n\n[URL=https://en.wikipedia.org/wiki/Child_abandonment]Child abandonment[/URL] is the practice of relinquishing interests and claims over one's offspring in an extralegal way with the intent of never again resuming or reasserting them. An abandoned child is called a foundling (as opposed to a [url=https://vndb.org/i1847]runaway[/url] or an [url=https://vndb.org/i85]orphan[/url])."
1847,Runaway,Running Away from Home,"A character with this trait is a runaway, or becomes a runaway during the course of the story.\n\nA [URL=https://en.wikipedia.org/wiki/Runaway_%28dependent%29]runaway[/URL] is a minor or a person under an arbitrary age, depending upon the local jurisdiction, who has left the home of the parent or legal guardian without permission."
1848,Naked Shirt,,"Somewhat similar to naked apron, this refers to a character wearing a shirt without any other forms of attire, including lingerie. Typically, though not always, an open shirt."
1849,AV Actor/Actress,Adult Video Actor\nAdult Video Actress\nPorn Actor\nPorn Actress\nJAV Idol\nAV Actress\nPorn Star,This character plays in porn movies as a professional.
1850,Huge Insertion,Oversized Insertion\nLarge Insertion,"This character is penetrated vaginally, anally and/or orally by object(s) and/or body part(s) which is/are significantly larger than the penetrated orifice, often impossibly stretching and bulging the stomach/throat.\n\nExamples include penetration with an oversized/monster's penis, larger in diameter than the girl's thigh, multiple vibrators or large tentacles at once, normal man having sex with a mini-girl (in case of g1405) or putting both hands elbows deep into the vagina."
1851,Sex in Classroom,,This character has sex in a school classroom.
1852,Voyeurism,,"This character engages in voyeurism.\n\nUsually it means that this character secretly observes another character particularly in intimate situations, during changing clothes, sexual intercourse, etc. The victim may or may not know about this."
1853,Non-consensual Porn Filming,,This character engages in filming a pornographic video against the subject's will.
1854,Cheerleading Uniform,Cheer Uniform\nCheerleader Uniform,This character wears a cheerleading uniform.
1855,Urethral Intercourse,,"This character performs urethral intercourse. Apply i1856 to the receiving character.\n\nUrethral intercourse refers to the penetration of the female or male urethra by a penis, a finger, a tentacle, etc.\n\nIt is not to be confused with urethral sounding, the act of inserting a specialized medical tool into the urethra as a form of sexual or fetishistic activity.\n\n[url=https://s.vndb.org/sf/51/86251.jpg]Futanari NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/18/85818.jpg]Futanari NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/52/86252.jpg]Female NSFW Example[/url]"
1856,Urethral Intercourse,,"Urethral intercourse is performed on this character. Apply i1855 to the performing character.\n\nUrethral intercourse refers to the penetration of the female or male urethra by a penis, a finger, a tentacle, etc.\n\nIt is not to be confused with urethral sounding, the act of inserting a specialized medical tool into the urethra as a form of sexual or fetishistic activity.\n\n[url=https://s.vndb.org/sf/51/86251.jpg]Futanari NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/18/85818.jpg]Futanari NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/52/86252.jpg]Female NSFW Example[/url]"
1857,Auto-Boobjob,Autoboobjob,"This character, futanari or male with tits, is performing a boobjob on himself. Usually to do so the penis must be huge.\n\n[url=https://s.vndb.org/sf/19/85819.jpg]NSFW Example[/url]"
